https://www.amazon.it/dp/B09FGSFRP5	38,99	49,99	Xiaomi Mi Portable Bluetooth Speaker (16W)
https://www.amazon.it/dp/B07ZRVX6RM	63,99	79,99	Soundcore Flare 2
https://www.amazon.it/dp/B07P39MLKH	74,99	99,99	Soundcore Motion+ con Hi-Res Audio 30W
https://www.amazon.it/dp/B0B1JFL65W	99	149	Sony SRS-XE200 - Speaker portatile Bluetooth
https://www.amazon.it/dp/B08YRT9T38	149	199	Bang & Olufsen Beosound Explore
https://www.amazon.it/dp/B07CGCDQW4	179,99	299	JBL Xtreme 2 
